corrected_draw_row_id,draw_id,real_acquire_time,real_apply_time,event_date,user_id,source,平台,registration_date,App版本,渠道,新老用户,付费状态,提现系统版本,unlock_type,unlock_type_original,apply_currency_type,apply_type_original,denomination,diamond,draw_count,unlock_draw_count,diamond_generated,total_consumption,diamond_consumed,coin_draw_count,scratch_completed,free_balance_consumed,coin_real_log_time,diamond_real_log_time,real_log_time
781,801279,2026-06-05 06:19:33.999,2026-06-05 06:20:01.841,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 06:19:33.922,,2026-06-05 06:19:33.922
782,801280,2026-06-05 06:19:34.011,2026-06-05 06:19:52.042,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,500.0,2026-06-05 06:19:33.922,,2026-06-05 06:19:33.922
783,801285,2026-06-05 06:21:04.638,2026-06-05 06:22:26.485,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 06:21:04.610,,2026-06-05 06:21:04.610
784,801286,2026-06-05 06:21:04.651,2026-06-05 06:22:15.526,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 06:21:04.610,,2026-06-05 06:21:04.610
785,801287,2026-06-05 06:21:04.673,2026-06-05 06:22:14.900,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 06:21:04.610,,2026-06-05 06:21:04.610
786,801288,2026-06-05 06:21:04.687,2026-06-05 06:22:13.378,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,500.0,2026-06-05 06:21:04.610,,2026-06-05 06:21:04.610
787,801289,2026-06-05 06:21:04.700,2026-06-05 06:23:23.336,2026-06-05,90260586,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,500.0,2026-06-05 06:21:04.610,,2026-06-05 06:21:04.610
788,801363,2026-06-05 07:16:10.470,2026-06-05 07:16:38.383,2026-06-05,25394568,lucky_scratch_h5,Android,2026-03-21,2.0.05,(direct),Old User,Paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-06-05 07:16:10.458,2026-06-05 07:16:10.458
789,801387,2026-06-05 07:41:27.639,2026-06-05 07:42:05.882,2026-06-05,66624623,lucky_scratch_h5,iOS,,1.9.75,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 07:41:27.603,,2026-06-05 07:41:27.603
790,801388,2026-06-05 07:43:27.086,2026-06-05 07:44:26.632,2026-06-05,66624623,lucky_scratch_h5,iOS,,1.9.75,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 07:43:27.049,,2026-06-05 07:43:27.049
791,801391,2026-06-05 07:44:53.637,2026-06-05 07:45:07.675,2026-06-05,66624623,lucky_scratch_h5,iOS,,1.9.75,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 07:44:53.596,,2026-06-05 07:44:53.596
792,801398,2026-06-05 07:48:12.589,2026-06-05 07:49:09.754,2026-06-05,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 07:48:12.554,,2026-06-05 07:48:12.554
793,801399,2026-06-05 07:48:12.610,2026-06-05 07:49:02.478,2026-06-05,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 07:48:12.554,,2026-06-05 07:48:12.554
794,801400,2026-06-05 07:48:12.631,2026-06-05 07:48:55.191,2026-06-05,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,500.0,2026-06-05 07:48:12.554,,2026-06-05 07:48:12.554
795,801401,2026-06-05 07:48:12.653,2026-06-05 07:48:45.235,2026-06-05,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 07:48:12.554,,2026-06-05 07:48:12.554
796,801402,2026-06-05 07:48:12.664,2026-06-05 07:48:36.193,2026-06-05,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 07:48:12.554,,2026-06-05 07:48:12.554
797,801403,2026-06-05 07:48:13.758,2026-06-05 07:50:07.878,2026-06-05,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 07:48:13.718,,2026-06-05 07:48:13.718
798,801404,2026-06-05 07:48:20.842,2026-06-05 07:49:57.221,2026-06-05,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 07:48:20.811,,2026-06-05 07:48:20.811
799,801405,2026-06-05 07:48:26.315,2026-06-05 07:49:39.725,2026-06-05,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 07:48:26.296,,2026-06-05 07:48:26.296
800,801406,2026-06-05 07:48:30.457,2026-06-05 07:49:26.919,2026-06-05,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-06-05 07:48:30.428,,2026-06-05 07:48:30.428
801,801407,2026-06-05 07:48:34.970,2026-06-05 07:48:55.814,2026-06-05,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 07:48:34.940,,2026-06-05 07:48:34.940
802,801429,2026-06-05 08:14:17.073,2026-06-05 08:15:42.062,2026-06-05,90126131,lucky_scratch_h5,Android,2026-03-18,2.0.02,(direct),Old User,Paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,30,300,1,1,300,0,300,0,True,100.0,2026-06-05 08:14:17.018,,2026-06-05 08:14:17.018
803,801430,2026-06-05 08:16:01.559,2026-06-05 08:16:24.901,2026-06-05,90126131,lucky_scratch_h5,Android,2026-03-18,2.0.02,(direct),Old User,Paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 08:16:01.530,,2026-06-05 08:16:01.530
804,801431,2026-06-05 08:16:37.724,2026-06-05 08:16:53.943,2026-06-05,90126131,lucky_scratch_h5,Android,2026-03-18,2.0.02,(direct),Old User,Paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 08:16:37.672,,2026-06-05 08:16:37.672
805,801443,2026-06-05 08:28:25.190,2026-06-05 08:28:51.895,2026-06-05,25394568,lucky_scratch_h5,Android,2026-03-21,2.0.05,(direct),Old User,Paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 08:28:25.150,,2026-06-05 08:28:25.150
806,801444,2026-06-05 08:30:05.312,2026-06-05 08:30:19.844,2026-06-05,25394568,lucky_scratch_h5,Android,2026-03-21,2.0.05,(direct),Old User,Paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 08:30:05.265,,2026-06-05 08:30:05.265
807,801445,2026-06-05 08:32:17.250,2026-06-05 08:32:32.388,2026-06-05,25394568,lucky_scratch_h5,Android,2026-03-21,2.0.05,(direct),Old User,Paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-06-05 08:32:17.214,2026-06-05 08:32:17.214
808,801482,2026-06-05 08:52:42.604,2026-06-05 08:53:00.595,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-06-05 08:52:42.579,2026-06-05 08:52:42.579
809,801483,2026-06-05 08:53:19.800,2026-06-05 08:53:34.205,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,280,2800,1,1,2800,1500,2800,0,True,,,2026-06-05 08:53:19.763,2026-06-05 08:53:19.763
810,801488,2026-06-05 08:56:14.864,2026-06-05 08:56:23.567,2026-06-05,24122391,lucky_scratch_h5,iOS,,1.9.74,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 08:56:14.840,2026-06-05 08:56:14.840
811,801493,2026-06-05 08:57:12.476,2026-06-05 08:58:18.895,2026-06-05,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 08:57:12.454,,2026-06-05 08:57:12.454
812,801494,2026-06-05 08:57:12.488,2026-06-05 08:58:10.293,2026-06-05,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,500.0,2026-06-05 08:57:12.454,,2026-06-05 08:57:12.454
813,801495,2026-06-05 08:57:12.501,2026-06-05 08:57:59.440,2026-06-05,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 08:57:12.454,,2026-06-05 08:57:12.454
814,801496,2026-06-05 08:57:12.515,2026-06-05 08:57:49.383,2026-06-05,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 08:57:12.454,,2026-06-05 08:57:12.454
815,801497,2026-06-05 08:57:12.528,2026-06-05 08:57:27.833,2026-06-05,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 08:57:12.454,,2026-06-05 08:57:12.454
816,801507,2026-06-05 09:03:34.623,2026-06-05 09:03:50.077,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,280,2800,1,1,2800,1500,2800,0,True,,,2026-06-05 09:03:34.600,2026-06-05 09:03:34.600
817,801508,2026-06-05 09:04:31.298,2026-06-05 09:04:45.041,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-06-05 09:04:31.274,2026-06-05 09:04:31.274
818,801509,2026-06-05 09:05:00.465,2026-06-05 09:05:12.195,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,200,2000,1,1,2000,1500,2000,0,True,,,2026-06-05 09:05:00.414,2026-06-05 09:05:00.414
819,801510,2026-06-05 09:05:27.909,2026-06-05 09:05:48.103,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 09:05:27.886,2026-06-05 09:05:27.886
820,801514,2026-06-05 09:06:33.399,2026-06-05 09:06:51.655,2026-06-05,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 09:06:33.355,,2026-06-05 09:06:33.355
821,801515,2026-06-05 09:06:52.122,2026-06-05 09:07:13.731,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,160,1600,1,1,1600,1500,1600,0,True,,,2026-06-05 09:06:52.110,2026-06-05 09:06:52.110
822,801516,2026-06-05 09:06:58.695,2026-06-05 09:07:11.347,2026-06-05,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 09:06:58.676,,2026-06-05 09:06:58.676
823,801517,2026-06-05 09:07:31.085,2026-06-05 09:07:42.514,2026-06-05,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 09:07:31.045,2026-06-05 09:07:31.045
824,801518,2026-06-05 09:07:42.801,2026-06-05 09:07:57.545,2026-06-05,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-06-05 09:07:42.761,,2026-06-05 09:07:42.761
825,801582,2026-06-05 10:26:53.663,2026-06-05 10:27:04.702,2026-06-05,63547745,lucky_scratch_h5,Android,,2.0.05,(direct),New User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 10:26:53.612,,2026-06-05 10:26:53.612
826,801605,2026-06-05 10:32:35.994,2026-06-05 10:32:56.738,2026-06-05,35826393,lucky_scratch_h5,iOS,,1.9.74,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,30,300,1,1,300,0,300,0,True,100.0,2026-06-05 10:32:35.963,,2026-06-05 10:32:35.963
827,801610,2026-06-05 10:33:07.868,2026-06-05 10:33:27.659,2026-06-05,35826393,lucky_scratch_h5,iOS,,1.9.74,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 10:33:07.850,,2026-06-05 10:33:07.850
828,801616,2026-06-05 10:33:56.263,,2026-06-05,57183670,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-06-05 10:33:56.250,2026-06-05 10:33:56.250
829,801623,2026-06-05 10:34:31.287,,2026-06-05,57183670,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-06-05 10:34:31.265,2026-06-05 10:34:31.265
830,801636,2026-06-05 10:39:50.101,,2026-06-05,46773687,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-06-05 10:39:50.053,2026-06-05 10:39:50.053
831,801671,2026-06-05 10:48:48.177,2026-06-05 10:49:01.963,2026-06-05,51919689,lucky_scratch_h5,Android,,2.0.03,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 10:48:48.143,2026-06-05 10:48:48.143
832,801694,2026-06-05 10:56:01.803,2026-06-05 12:23:43.598,2026-06-05,77738762,lucky_scratch_h5,Android,2026-06-07,2.0.01,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 10:56:01.778,,2026-06-05 10:56:01.778
833,801699,2026-06-05 10:57:26.696,2026-06-05 10:57:39.851,2026-06-05,10590308,lucky_scratch_h5,Android,,2.0.03,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-06-05 10:57:26.683,2026-06-05 10:57:26.683
834,801729,2026-06-05 11:08:06.376,2026-06-05 11:08:29.410,2026-06-05,22009255,lucky_scratch_h5,Android,,2.0.05,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,30,300,1,1,300,0,300,0,True,100.0,2026-06-05 11:08:06.339,,2026-06-05 11:08:06.339
835,801732,2026-06-05 11:09:01.369,2026-06-05 11:09:14.010,2026-06-05,22009255,lucky_scratch_h5,Android,,2.0.05,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-06-05 11:09:01.329,,2026-06-05 11:09:01.329
836,801756,2026-06-05 11:18:59.685,2026-06-05 11:19:43.993,2026-06-05,54568869,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 11:18:59.639,,2026-06-05 11:18:59.639
837,801785,2026-06-05 11:25:25.936,2026-06-05 11:25:41.509,2026-06-05,22009255,lucky_scratch_h5,Android,,2.0.05,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-06-05 11:25:25.898,,2026-06-05 11:25:25.898
838,801789,2026-06-05 11:25:52.194,2026-06-05 11:26:10.392,2026-06-05,22009255,lucky_scratch_h5,Android,,2.0.05,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 11:25:52.168,,2026-06-05 11:25:52.168
839,801808,2026-06-05 11:38:50.085,2026-06-05 11:39:29.990,2026-06-05,17860161,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,paid_unlock,paid_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,2026-06-05 11:38:50.073,,2026-06-05 11:38:50.073
840,801812,2026-06-05 11:41:02.582,2026-06-05 11:42:03.614,2026-06-05,17860161,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-06-05 11:41:02.559,,2026-06-05 11:41:02.559
841,801951,2026-06-05 13:47:46.686,2026-06-05 13:48:01.907,2026-06-05,71618308,lucky_scratch_h5,Android,2026-06-05,2.0.03,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,260,2600,1,1,2600,1500,2600,0,True,,2026-06-05 13:47:46.633,,2026-06-05 13:47:46.633
842,801955,2026-06-05 13:49:06.169,2026-06-05 13:49:30.813,2026-06-05,71618308,lucky_scratch_h5,Android,2026-06-05,2.0.03,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,2026-06-05 13:49:06.129,,2026-06-05 13:49:06.129
843,802050,2026-06-05 15:51:58.537,2026-06-05 15:52:13.484,2026-06-05,10419159,lucky_scratch_h5,Android,,2.0.06,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 15:51:58.518,,2026-06-05 15:51:58.518
844,802052,2026-06-05 15:52:28.529,2026-06-05 15:52:38.656,2026-06-05,10419159,lucky_scratch_h5,Android,,2.0.06,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,15,150,1,1,150,0,150,0,True,100.0,2026-06-05 15:52:28.486,,2026-06-05 15:52:28.486
845,802053,2026-06-05 15:52:48.148,2026-06-05 15:53:06.442,2026-06-05,10419159,lucky_scratch_h5,Android,,2.0.06,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 15:52:48.120,,2026-06-05 15:52:48.120
846,802088,2026-06-05 16:33:02.516,2026-06-05 16:33:16.578,2026-06-05,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-06-05 16:33:02.479,,2026-06-05 16:33:02.479
847,802147,2026-06-05 17:54:18.003,2026-06-05 17:54:59.328,2026-06-05,49026690,lucky_scratch_h5,Android,,2.0.05,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 17:54:17.947,,2026-06-05 17:54:17.947
848,802148,2026-06-05 17:54:18.027,2026-06-12 09:58:38.132,2026-06-05,49026690,lucky_scratch_h5,Android,,2.0.05,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 17:54:17.947,,2026-06-05 17:54:17.947
849,802149,2026-06-05 17:54:18.041,2026-06-05 17:54:47.807,2026-06-05,49026690,lucky_scratch_h5,Android,,2.0.05,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 17:54:17.947,,2026-06-05 17:54:17.947
850,802150,2026-06-05 17:54:18.077,2026-06-12 09:58:26.245,2026-06-05,49026690,lucky_scratch_h5,Android,,2.0.05,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,70,700,1,1,700,0,700,0,True,500.0,2026-06-05 17:54:17.947,,2026-06-05 17:54:17.947
851,802151,2026-06-05 17:54:18.090,2026-06-05 17:54:34.776,2026-06-05,49026690,lucky_scratch_h5,Android,,2.0.05,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,500.0,2026-06-05 17:54:17.947,,2026-06-05 17:54:17.947
852,802239,2026-06-05 19:26:07.714,2026-06-05 19:26:17.926,2026-06-05,22009255,lucky_scratch_h5,Android,,2.0.05,google-play,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,100.0,2026-06-05 19:26:07.693,,2026-06-05 19:26:07.693
853,802242,2026-06-05 19:27:35.042,2026-06-05 19:27:56.727,2026-06-05,38060757,lucky_scratch_h5,iOS,,1.9.76,(direct),New User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 19:27:34.975,2026-06-05 19:27:34.975
854,802260,2026-06-05 19:35:07.976,2026-06-05 19:37:20.869,2026-06-05,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-06-05 19:35:07.941,2026-06-05 19:35:07.941
855,802261,2026-06-05 19:35:08.000,2026-06-05 19:37:07.205,2026-06-05,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 19:35:07.941,2026-06-05 19:35:07.941
856,802262,2026-06-05 19:35:08.026,2026-06-05 19:36:59.804,2026-06-05,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,160,1600,1,1,1600,1500,1600,0,True,,,2026-06-05 19:35:07.941,2026-06-05 19:35:07.941
857,802263,2026-06-05 19:35:08.050,2026-06-05 19:36:41.419,2026-06-05,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-06-05 19:35:07.941,2026-06-05 19:35:07.941
858,802264,2026-06-05 19:35:08.065,2026-06-05 19:36:28.385,2026-06-05,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,150,1500,1,1,1500,1500,1500,0,True,,,2026-06-05 19:35:07.941,2026-06-05 19:35:07.941
859,802265,2026-06-05 19:35:55.315,2026-06-05 19:37:43.681,2026-06-05,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-06-05 19:35:55.295,2026-06-05 19:35:55.295
860,802370,2026-06-05 21:37:02.067,2026-06-05 21:37:28.169,2026-06-05,60822117,lucky_scratch_h5,Android,2026-05-14,2.0.06,google-play,Old User,Paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-06-05 21:37:02.041,2026-06-05 21:37:02.041
861,802390,2026-06-05 21:48:43.033,2026-06-05 21:49:03.306,2026-06-05,32258991,lucky_scratch_h5,Android,,2.0.06,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-06-05 21:48:43.010,2026-06-05 21:48:43.010
862,802448,2026-06-05 22:20:19.457,2026-06-05 22:21:20.679,2026-06-05,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,5,50,1,1,50,0,50,0,True,500.0,2026-06-05 22:20:19.428,,2026-06-05 22:20:19.428
863,802449,2026-06-05 22:20:19.494,2026-06-05 22:21:08.564,2026-06-05,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 22:20:19.428,,2026-06-05 22:20:19.428
864,802450,2026-06-05 22:20:19.507,2026-06-05 22:20:57.185,2026-06-05,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-06-05 22:20:19.428,,2026-06-05 22:20:19.428
